"id","first_name","last_name","email","phone","practice_areas","active","max_cases","current_case_count","created_at","updated_at"
"1b0525ab-e143-411d-bae0-91103ad55acb","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 4","+15551062063","c4@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"1b1bb41b-ddd3-4fe1-a59c-d219ce98f9f1","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 19","+15555638447","c19@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"1d6528d8-0aa0-4440-979b-a731208dc273","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 16","+15557647265","c16@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"278bf483-2b48-4134-b377-5e080928c323","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 16","+15554667019","c16@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"2f899204-c1dc-4961-b5d4-94bc0334d4bb","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 18","+15558563173","c18@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"3224e7a2-bcc3-4998-bab1-726b3b87f7a3","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 12","+15553885583","c12@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"32af850e-220a-44a6-bcd5-fda34291a322","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 3","+15556997126","c3@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"335f4d21-3b27-4da6-903b-3bf814a6555b","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 14","+15555857860","c14@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"35cb1824-37ef-4f2a-931a-615fc729dec7","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 14","+15558866645","c14@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"37f0f668-a0e8-4f7d-a6e9-a422d9fe2258","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 5","+15558943726","c5@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"3ad453c5-1c60-40ed-9a20-a20c4686febe","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 18","+15551107980","c18@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"3b2b5d34-c548-40f8-9086-20211e802093","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 17","+15556833964","c17@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"3ee6d377-67e5-4d43-bbeb-5bd93deb7637","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 11","+15552078176","c11@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"3f2fe4d9-d58e-4915-b49b-3f872f6e8cf8","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 13","+15552279596","c13@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"4353a5dc-7603-4e1b-915f-02bc77ce6847","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 9","+15554728106","c9@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"44e60915-39c7-4916-9931-874c8e863305","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 13","+15558970399","c13@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"4717ba4a-e393-40e0-80af-a59cffa54cc9","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 3","+15552507113","c3@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"47c81737-d399-4bb9-9c9b-37f14fd03c33","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 6","+15555385719","c6@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"49523007-3edb-44dd-9684-fb42330cfc38","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 2","+15556656959","c2@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"497d2530-ad19-411e-a827-73ec775c0bfd","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 20","+15557778924","c20@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"49989173-dcd4-4026-8b47-2e87df262697","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 4","+15557146608","c4@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"4f69393a-0f95-4ce9-8afa-174c9208f0d6","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 6","+15551593394","c6@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"52b04ed9-3553-4f38-97cb-591ea61e5a62","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 7","+15558245766","c7@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"55ee73cb-9b67-424c-8e09-598c933407ce","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 4","+15556786164","c4@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"57fe86ad-dbb3-4064-94d3-526e74f010d1","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 7","+15559370857","c7@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"59584ae8-0e16-47b8-b5c8-8bb8147bb2ce","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 7","+15555926818","c7@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"5e80e30d-0e77-473c-90a4-73cc066f09e5","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 17","+15555508808","c17@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"606e8049-f918-4c3d-bcc8-329568fdf362","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 15","+15551558399","c15@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"660cb27a-bf58-457f-ae31-617e4a2ab199","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 1","+15552710301","c1@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"6c2a4df2-3757-4f97-9b82-ce88c2789f6f","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 19","+15554034997","c19@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"6c8b2496-9f92-4727-a319-2953a8a19abb","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 17","+15554757095","c17@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"6def1fc0-ae4e-4022-b4f9-ab9365a4575c","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 9","+15555435339","c9@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"738e72ca-8f47-4dd1-8676-1bfc7fab477e","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Greg Kent","+13135886250","situ@ion.May",,NULL,NULL,NULL,NULL,"2025-10-10 00:30:15"
"749642a4-61b4-41e0-a003-555da0402eaf","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 20","+15559713999","c20@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"7820d2ba-65fd-492e-a47f-338d841e331e","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 11","+15554660337","c11@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"7a974532-1b5c-4dfe-9a27-85e6f0d4e6e8","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 19","+15559939437","c19@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"7c0e4167-518e-46fa-9e11-713d05d32edf","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 10","+15559542561","c10@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"7e6917bc-d999-456d-ac19-5b0b45142ae2","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 2","+15551445763","c2@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"80358de1-eba9-4a81-90a2-8fd0e3be074d","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 10","+15554727915","c10@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"80e3eaf3-9ee5-42ad-a7d6-01a51f2ddb06","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 4","+15557878366","c4@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"89a14b9b-738b-4172-83ca-333b5baff3a9","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 11","+15553306852","c11@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"8b863a3e-7078-4f63-950c-038c54b375c1","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 12","+15559304500","c12@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"8e14fa25-ae8f-4c6d-a089-208a7c485580","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 14","+15556579154","c14@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"8ed9e64f-1eb6-4276-9a55-27f1e3132a4e","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 8","+15556471508","c8@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"8f09d541-17cf-4ed8-987e-a13888ed785d","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 9","+15557008038","c9@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"92bb6646-64f6-4691-9d10-f5481b6994fa","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 13","+15559915807","c13@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"9345fd4b-c972-46be-b976-3aa56f8d4350","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 2","+15559683789","c2@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"943648a7-06b2-4c03-9b51-80813b393e31","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 16","+15556620673","c16@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"9852a256-24b2-4d6f-939d-df73e458c4eb","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 1","+15554109714","c1@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"9b3bbe65-ec8a-4232-9bf7-30caaaf63820","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 5","+15553219983","c5@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"9dbcd0e6-4948-4d2c-b5ea-85a9fd3b05e9","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 1","+15552787840","c1@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"9dfd06bb-a9de-4661-bc39-c437d11a7300","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 12","+15558936027","c12@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"a2428ac4-42cc-4bb6-bdb4-1d3d5c3b4385","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 6","+15553755952","c6@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"a2b95eb4-b3d1-4210-b302-c1a6e3079bb2","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 1","+15554361506","c1@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"a429bb3c-a107-4837-b7b0-e1ddb3b56f0c","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 19","+15553894867","c19@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"a7266051-9896-482c-9726-fd1246bfabcc","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 20","+15558577351","c20@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"a77e302b-b85a-4f5d-be52-82e36f557de3","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 20","+15552992540","c20@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"a7a579a4-ffc9-4dc7-ac0d-4f09534aeb7f","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 10","+15551238259","c10@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"a8a2fb78-cfe1-4cbc-b301-f13ee67ecf68","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 5","+15551252322","c5@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"b001b34f-21f9-4d20-b191-f9742bdf8c64","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 19","+15559904399","c19@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"b2c8db43-fd9b-4787-aa7e-5e8e7417e7fc","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 5","+15551943449","c5@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"b4343d2b-47fa-4a18-b690-c3a8b9333df8","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 3","+15552125206","c3@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"b43af19a-4ec1-454a-89d4-6c542571dbd9","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 9","+15558302148","c9@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"b454b341-5676-4fee-8fd3-cf91bb339f54","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 9","+15552166808","c9@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"b4a24779-8aa5-47d5-9b7c-c6b87f75e52d","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 7","+15555281371","c7@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"b6ed58cb-dd4c-44d4-8e80-b63a4a6927dd","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 17","+15551116271","c17@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"bbea86d7-7d7a-4e19-a9cd-6da17526dbe6","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 3","+15557963959","c3@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"bfbe2eaa-dd5f-4789-98b2-95b2deca7342","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 10","+15554286325","c10@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"c227e299-d658-4af8-b83b-ec3a2b456e58","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 11","+15551701915","c11@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"c801cb73-d829-47b2-84e7-2fabc24e8e75","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 2","+15554408736","c2@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"ce4488da-2e55-480a-9343-3aa8de827cf2","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 18","+15551194981","c18@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"cfd6b347-8674-4327-9798-b37803c096f6","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 13","+15553734008","c13@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"d4a90cdf-ccc9-4c37-803f-7045109c5a74","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 8","+15551516479","c8@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"d54b893c-bab8-45b0-b4fe-e70f3c3ba165","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 18","+15552395415","c18@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"d6c45010-6950-4e2d-b170-41aeececd612","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 7","+15553022117","c7@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"d8f8184a-382d-4daa-9410-c2ad69d09a25","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 18","+15559322598","c18@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"dc2e5390-b192-4411-9609-b72acde277cb","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 11","+15552759788","c11@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"de9916c2-5b28-4e23-b0ce-a7cd5648f4ec","0d24d7f4-0630-4595-82af-51b05833bc64","Contact 4","+15555391504","c4@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"ded7f4b9-f63e-4cc9-b63d-65f0b59763f6","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Contact 3","+15551988241","c3@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:47"
"e0f8f044-f6fe-4378-951c-1f0a54bef7fd","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 2","+15557005064","c2@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"e1332931-8b21-41c4-9a85-aefedcd34fd2","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 8","+15558420203","c8@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:41"
"e1c941b6-5237-46fa-a4de-5a85232fab48","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 15","+15552261278","c15@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"e87e06ba-5cf5-4e6d-902e-fc6fb380af02","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 17","+15551557152","c17@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"f27744b7-2593-464f-beb7-925e11483066","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Contact 14","+15556899329","c14@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"f64c33ff-f6d3-4c51-af88-50bdb8d147bb","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 1","+15557322966","c1@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"f8627539-b0c6-4712-9ab2-2c8bc7a15466","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 14","+15554797479","c14@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"fb7e21bd-7480-4780-8a10-6010abc9a4d1","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 15","+15554770908","c15@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"fc11a54b-ffcb-4fe6-958e-217b25f7e360","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Contact 12","+15556169777","c12@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"fe69f7d1-fead-47db-8f81-446bdc45dfdc","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 5","+15557331519","c5@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"fe73aced-e482-4424-859e-7219aec9270b","eadbdc37-ad9d-4ef7-aa72-74ac987129fa",,"+12486717803",,,NULL,NULL,NULL,NULL,"2025-10-10 00:30:15"
"ff48c13f-ec5d-4123-9fd4-0760404618ef","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Contact 16","+15557269755","c16@example.com",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"firm_id","name","timezone","created_at"
"0561ef24-545d-4297-8239-b127426300f2","CBRE","America/New_York","2025-09-12 17:43:28"
"0d24d7f4-0630-4595-82af-51b05833bc64","Firm 4","America/New_York","2025-09-12 02:35:40"
"4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","Firm 2","America/New_York","2025-09-12 02:35:40"
"d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","Firm 3","America/New_York","2025-09-12 02:35:40"
"eadbdc37-ad9d-4ef7-aa72-74ac987129fa","Firm 1","America/New_York","2025-09-12 02:35:40"
"f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","Firm 5","America/New_York","2025-09-12 02:35:40"
"firm_id","elevenlabs","twilio","agent","updated_at"
"incident_id","lead_id","date_of_incident","location","description","injuries","providers","police_report","witnesses","photos_or_video","defendant_info","insurance_info","created_at"
"6ff221c6-e9a2-4322-bdc6-172de62612d3","09eb3506-229a-4b47-b3ec-ca9f7ff61637",NULL,"Southfield","I am calling because I was in a car accident. I was driving on telegraph in Southfield and somebody rear-ended me at a red light",NULL,NULL,"0",NULL,NULL,"{""driver_at_fault"": ""other_party""}",NULL,"2025-10-10 00:30:15"
"d2ce8a5e-83fd-4811-9060-b3e704593e03","f62adafa-f685-417f-a806-b570ddb75ba1",NULL,,,NULL,NULL,"0",NULL,NULL,"{""driver_at_fault"": ""unknown""}",NULL,"2025-10-10 00:30:15"
"id","firm_id","case_type_id","caller_phone","session_data","current_question_id","status","created_at","completed_at"
"lead_id","firm_id","contact_id","status","scenario","urgency_index","urgency_rationale","sol_deadline","days_to_sol","within_sol","referral_source","campaign_id","elevenlabs_call_id","idempotency_key","assignee_user_id","created_at"
"092742e8-c851-4278-aed9-1e83823d476c","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","9dfd06bb-a9de-4661-bc39-c437d11a7300","DEFERRED","PREMISES","3",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"093ac0c6-2aee-47e2-8537-2c5738e3bf66","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","3ee6d377-67e5-4d43-bbeb-5bd93deb7637","CONSULT_SCHEDULED","MOTOR_VEHICLE","1",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
"09eb3506-229a-4b47-b3ec-ca9f7ff61637","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","738e72ca-8f47-4dd1-8676-1bfc7fab477e","NEW","MOTOR_VEHICLE","1",NULL,NULL,NULL,"1","AI Phone Intake",NULL,"conv_6301k75m2vk9ftv98z29a30b666w",NULL,NULL,"2025-10-10 00:30:15"
"0b9bde70-2da3-4fa9-9919-71a403defe2d","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","57fe86ad-dbb3-4064-94d3-526e74f010d1","DECLINED","MOTOR_VEHICLE","1",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:44"
"0caa7153-dac8-4cb8-b6f6-8e7da8a56428","f9d3effa-d1c9-4d1e-abc8-7c0365c8ddfd","8e14fa25-ae8f-4c6d-a089-208a7c485580","NEW","OTHER","5",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:48"
"0d4f1d0e-1edc-4435-999d-70306aa29bc5","4c16f09c-af95-4b6c-a5d6-6f45d5df9f74","606e8049-f918-4c3d-bcc8-329568fdf362","RETAINER_OUT","WORKLOSS","5",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:43"
"0def8719-3b34-4ee3-9e08-98d56ecb35d2","0d24d7f4-0630-4595-82af-51b05833bc64","9345fd4b-c972-46be-b976-3aa56f8d4350","SCREENING","MOTOR_VEHICLE","5",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:46"
"1279856a-80eb-462a-9993-ff62a2e8e440","d041e854-aaf8-4491-a4ac-0dd4d44d4c9c","7c0e4167-518e-46fa-9e11-713d05d32edf","CONSULT_SCHEDULED","MEDICAL","3",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:45"
"1e40319f-f244-4d7c-b3f4-5d1f26e3cb62","eadbdc37-ad9d-4ef7-aa72-74ac987129fa","fc11a54b-ffcb-4fe6-958e-217b25f7e360","SIGNED","MEDICAL","1",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"2025-09-12 02:35:42"
